CUT TREE,VICTIM,Category Damage
T0407331604,T0407300626,2
T0407331604,T0407300627,2
T0407331604,T0407301629,2
T0407367614,T0407393631,2
T0407367614,T0407396637,2
T0407367614,T0407393633,2
T0407367614,T0407384640,1
T0407367614,T0407384641,1
T0407367614,T0407393653,1
T0407367614,T0407398633,2
T0407367614,T0407399637,2
T0407302677,T0407320696,2
T0407302677,T0407324698,2
T0407302677,T0407325699,2
T0407302677,T0407319699,2
T0407302677,T0408331700,1
T0407390682,T0408385708,1
T0407390682,T0408386702,1
T0407390682,T0507419680,2
T0407390682,T0507423678,2
T0407390682,T0507423675,2
T0407344667,T0407361688,2
T0407344667,T0407368687,2
T0407344667,T0407355679,1
T0407344667,T0407372699,1
T0407344667,T0407361687,2
T0407322637,T0407347649,2
T0407322637,T0407345644,2
T0407384637,T0407387655,1
T0407384637,T0507421641,2
T0407384637,T0507412642,2
T0407384637,T0507417638,2
T0407384637,T0507413643,2
T0407384637,T0507418645,2
T0407384637,T0507414642,2
T0407384637,T0507415640,2
T0407347692,T0407317695,2
T0407347692,T0407350667,1
T0407384635,T0507423640,2
T0407311689,T0307274699,2
T0407311689,T0307274697,2
T0407311689,T0307274696,2
T0407329653,T0407351665,1
T0407329653,T0407340679,2
T0407382626,T0407363645,2
T0407382626,T0407366650,2
T0407382626,T0407395615,1
T0407382626,T0407363650,2
T0407382626,T0407362644,2
T0407347622,T0407369613,2
T0407347622,T0407372613,2
T0407347622,T0407371614,2
T0407389614,T0406365579,1
T0407389614,T0406365579,1
T0407389614,T0406365594,2
T0407389614,T0406365595,2
T0407389614,T0406362592,2
T0407389614,T0406373591,1
T0407389614,T0406368584,1
T0407385600,T0406390594,1
T0407385600,T0406394589,1
T0407385600,T0407359620,2
T0407385600,T0407361619,2
T0407385600,T0407358618,2
T0407385600,T0407358624,2
T0407385600,T0506416562,1
T0407385600,T0506400581,1
T0407385600,T0506413566,1
T0407385600,T0506409570,1
T0407381685,T0408361709,2
T0407381685,T0408361705,2
T0407381685,T0408356706,2
T0407381685,T0408356706,2
T0407381685,T0507411656,1
T0407381685,T0507404663,1
T0407323686,T0407351690,1
T0407323686,T0407350690,1
T0407323686,T0408325719,2
T0407323686,T0408329715,2
T0407323686,T0408330715,2
T0407323686,T0408332716,2
T0407323686,T0408323716,2
T0407323686,T0408325717,2
T0407379611,T0407369638,1
T0407379611,T0407373627,1
T0407379611,T0407371632,1
T0407379611,T0407372630,1
T0407379611,T0506402598,2
T0407379611,T0506407599,2
T0407379611,T0506407599,2
T0407379611,T0507408602,2
T0407379611,T0507401601,2
T0407379611,T0507406604,2
T0407334644,T0407322617,2
T0407334644,T0407328618,2
T0407334644,T0407326617,2
T0407334644,T0407322617,2
T0407334644,T0407324614,2
T0407334644,T0407326618,2
T0407334644,T0407325618,2
T0407334644,T0407320615,2
T0407334644,T0407326617,2
T0407334644,T0407307633,1
T0407317672,T0407308695,2
T0407317672,T0407308694,2
T0407305619,T0407328600,2
T0407305619,T0407325602,2
T0407313630,T0407342636,2
T0407313630,T0407344635,2
T0407313630,T0407347634,2
T0407313630,T0407339637,2
T0407317669,T0407352669,2
T0407317669,T0407346666,2
T0407317669,T0407349665,2
T0407317669,T0407352670,2
T0407317669,T0407351666,2
T0407317669,T0407347668,2
T0407353625,T0406330599,2
T0407353625,T0407335606,1
T0407353625,T0407333600,2
T0407353625,T0407331600,2
T0408314738,T0408343748,2
T0408314738,T0408337748,2
T0408314738,T0408336747,2
T0408366747,T0408364723,2
T0408366747,T0408365721,2
T0408366747,T0408368723,2
T0408366747,T0408367718,2
T0408399712,T0408369711,2
T0408344754,T0408342756,1
T0408344754,T0408369736,2
T0408344754,T0408369730,2
T0408344754,T0408340758,1
T0408344754,T0408310789,1
T0408344754,T0408369731,2
T0408344754,T0408319780,1
T0408344754,T0408364731,2
T0408344754,T0408325773,1
T0408319760,T0408304783,2
T0408319760,T0408302781,2
T0408319760,T0408301785,2
T0408319760,T0408303785,2
T0408319760,T0408349738,1
T0408365751,T0408370779,2
T0408365751,T0408377779,2
T0408365751,T0408373775,2
T0408365751,T0408386758,1
T0408365751,T0408371779,2
T0408365751,T0408371780,2
T0408365751,T0408380756,1
T0408337778,T0408333747,2
T0408337778,T0408332746,2
T0408337778,T0408330749,2
T0408337778,T0408334747,2
T0408337778,T0408333747,2
T0408342715,T0407336690,1
T0408342715,T0407334685,1
T0408342715,T0408316707,2
T0408342715,T0408315708,2
T0408342715,T0408312709,2
T0408342715,T0408338700,1
T0408306728,T0307295695,1
T0408306728,T0308272720,2
T0408306728,T0308277714,2
T0408306728,T0408300709,1
T0408334770,T0408318789,1
T0408334770,T0408360750,2
T0408334770,T0408358751,2
T0408334770,T0408361752,2
T0408334770,T0408357749,2
T0408334770,T0408361746,2
T0408348796,T0408356764,2
T0408348796,T0408355767,2
T0408348796,T0408353770,2
T0408360764,T0408344743,2
T0408360764,T0408340744,2
T0408360764,T0408342740,2
T0408306766,T0408328781,2
T0408306766,T0408328783,2
T0408306766,T0408332779,2
T0408306766,T0408321791,1
T0408384710,T0408357744,1
T0408384710,T0507409688,2
T0408384710,T0507408688,2
T0408381799,T0408353773,1
T0408381799,T0408343764,1
T0408381799,T0408362772,2
T0408381799,T0408372791,1
T0408381799,T0408354773,2
T0408381799,T0408359779,1
T0408381799,T0408342764,1
T0408350702,T0408372731,2
T0408350702,T0408368727,2
T0408350702,T0408373729,2
T0408350702,T0408380722,1
T0408362717,T0408333721,2
T0408362717,T0408336724,2
T0408362717,T0408334725,2
T0408362717,T0408331721,2
T0408362717,T0408330727,2
T0408396798,T0409394819,1
T0408396798,T0409395812,1
T0408396798,T0508427794,2
T0408358730,T0408372702,2
T0408358730,T0408374703,2
T0408358730,T0408376704,2
T0408346775,T0408362793,2
T0408346775,T0408376799,1
T0408346775,T0408362799,2
T0408346775,T0408361799,2
T0408346775,T0408369793,1
T0408310728,T0408328749,2
T0408310728,T0408343760,1
T0408310728,T0408328753,2
T0408310728,T0408331744,2
T0408310728,T0408331744,2
T0408390764,T0508411794,2
T0408390764,T0508411792,2
T0408390764,T0508406789,2
T0408390764,T0508410786,2
T0408390764,T0508409794,2
T0408390764,T0508411790,2
T0408379799,T0409361829,1
T0408379799,T0508404781,2
T0408373769,T0408376798,2
T0408373769,T0409370803,2
T0408373769,T0409374804,2
T0408392790,T0409394813,1
T0408392790,T0508426790,2
T0408392790,T0508424791,2
T0408392790,T0508423793,2
T0408392790,T0508426788,2
T0409328837,T0409338863,2
T0409328837,T0409335863,2
T0409328837,T0409356850,1
T0409328837,T0409335860,2
T0409328837,T0409339866,2
T0409328837,T0409338865,2
T0409388862,T0409389872,1
T0409388862,T0509420868,2
T0409388862,T0509422861,2
T0409388862,T0509424869,2
T0409344833,T0408315799,1
T0409344833,T0408315798,1
T0409344833,T0409315809,2
T0409344833,T0409315814,2
T0409344833,T0409338826,1
T0409344833,T0409323810,2
T0409344833,T0409317810,2
T0409344833,T0409320805,1
T0409344833,T0409320814,2
T0409375822,T0409397825,2
T0409375822,T0409397826,2
T0409375822,T0409397827,2
T0409375822,T0409378846,1
T0409375822,T0509402830,2
T0409375822,T0509401824,2
T0409325870,T0309298868,1
T0409325870,T0409326840,2
T0409325870,T0409324840,2
T0409325870,T0409321842,2
T0409325870,T0409325845,2
T0409325870,T0409326842,2
T0409336839,T0409367836,2
T0409336839,T0409368830,2
T0409336839,T0409332865,1
T0409336839,T0409365839,2
T0409336839,T0409363832,2
T0409336839,T0409370835,2
T0409378860,T0409396846,1
T0409378860,T0409360888,2
T0409378860,T0409359889,2
T0409378860,T0409361888,2
T0409378860,T0409360889,2
T0409378860,T0409356888,2
T0409378860,T0509412833,1
T0409378860,T0509414832,1
T0409396861,T0409365862,2
T0409396861,T0409398832,1
T0409396861,T0409363863,2
T0409396861,T0409366864,2
T0409345817,T0409343849,2
T0409345817,T0409345850,2
T0409345817,T0409343851,2
T0409345817,T0409346846,2
T0409345817,T0409350848,2
T0409345817,T0409347852,2
T0409369813,T0409393841,2
T0409369813,T0409395834,2
T0409369813,T0409396833,2
T0409369813,T0409399845,1
T0409369813,T0509400847,1
T0409356865,T0409371872,1
T0409356865,T0409365888,2
T0409312828,T0409340846,2
T0409312828,T0409330860,1
T0409312828,T0409331863,1
T0409312828,T0409340845,2
T0409398874,T0509426891,1
T0409398874,T0509424890,1
T0409398874,T0509415899,2
T0409398874,T0509429893,1
T0409398874,T0510416900,2
T0409398874,T0510412901,2
T0409344801,T0409368829,2
T0409344801,T0409375829,1
T0409344801,T0409373827,1
T0409344801,T0409354810,1
T0409344801,T0409371830,2
T0409344801,T0409361816,1
T0409344801,T0409369825,2
T0409344801,T0409366826,2
T0409344801,T0409367822,1
T0409395898,T0509424898,2
T0409395898,T0509426896,2
T0409395898,T0509425899,2
T0409395898,T0509427899,2
T0409395898,T0509425894,2
T0409395898,T0509420898,2
T0409395898,T0509425898,2
T0409383800,T0409362807,2
T0409383800,T0409361811,2
T0409383800,T0409357814,2
T0409383800,T0409358811,2
T0409371820,T0409368849,2
T0409371820,T0409390815,1
T0409371820,T0409362848,2
T0409318893,T0410344914,2
T0409318893,T0410344919,2
T0409318893,T0410336919,2
T0409318893,T0410341918,2
T0409308833,T0309289827,1
T0409308833,T0309280824,1
T0409308833,T0309296805,2
T0409308833,T0309299830,1
T0409308833,T0409300807,2
T0409353896,T0409347899,1
T0409353896,T0409366870,2
T0409353896,T0409367862,2
T0409353896,T0409368864,2
T0409353896,T0410316914,1
T0409384892,T0409357880,2
T0409384892,T0409351882,2
T0409384892,T0409350877,2
T0409384892,T0409355876,2
T0409384892,T0409351882,2
T0410311968,T0310278989,1
T0410311944,T0410315913,2
T0410311944,T0410308915,2
T0410339942,T0410334971,2
T0410339942,T0410330973,2
T0410339942,T0410331976,2
T0410389936,T0409391898,1
T0410389936,T0410357941,2
T0410389936,T0410351938,2
T0410389936,T0410358941,2
T0410389936,T0410350940,2
T0410315912,T0410336922,2
T0410315912,T0410339922,2
T0410315912,T0410341924,2
T0410315912,T0410340929,2
T0410315912,T0410342922,2
T0410313949,T0410339962,2
T0410313949,T0410338968,2
T0410313949,T0410334963,2
T0410313949,T0410338960,2
T0410321934,T0310288932,2
T0410321934,T0310294931,2
T0410321934,T0310294934,2
T0410321934,T0310291930,2
T0410321934,T0310290930,2
T0410321934,T0310291933,2
T0410321934,T0310293929,2
T0410321934,T0410318910,1
T0410376915,T0409394893,2
T0410376915,T0410367923,1
T0410307903,T0310271932,1
T0410307903,T0409329879,2
T0410397921,T0409383887,2
T0410397921,T0410360907,1
T0410333993,T0410345973,2
T0410333993,T0410348970,2
T0410333993,T0410347972,2
T0410333993,T0410348974,2
T0410333993,T0410348974,2
T0410333993,T0410352976,2
T0410378967,T0410365996,1
T0410378967,T0510403952,2
T0410378967,T0510403956,2
T0410378967,T0510401955,2
T0410378967,T0510404957,2
T0410369992,T0410336993,2
T0410369992,T0410337992,2
T0410361970,T0410389950,2
T0410361970,T0410356976,1
T0410361970,T0410387947,2
T0410361970,T0410388953,2
T0410361970,T0410382948,2
T0410361970,T0410388949,2
T0410361970,T0410338998,1
T0410361970,T0410382952,2
T0410314931,T0410341930,2
T0410369983,T0410391962,2
T0410369983,T0410387962,2
T0410369983,T0410390966,2
T0410369983,T0410390962,2
T0410369983,T0410394962,2
T0410398967,T0410387973,1
T0410398967,T0410365985,1
T0410398967,T0510412938,2
T0410398967,T0510417939,2
T0410398967,T0510410936,2
T0410398967,T0510415941,2
T0410330964,T0410356928,1
T0410330964,T0410349937,1
T0410384977,T0410397940,1
T0410384977,T0410352993,2
T0410384977,T0410355988,2
T0410384977,T0410351993,2
T0410384977,T0410353989,2
T0410384977,T0410353991,2
T0501412034,T0401393010,2
T0501412034,T0401392017,2
T0501412034,T0401384008,1
T0501412034,T0401384008,1
T0501412034,T0401393010,2
T0501412034,T0401388013,2
T0501412034,T0401389012,1
T0501412034,T0401389008,2
T0501412034,T0401392011,2
T0501412034,T0401389008,2
T0501466023,T0501492041,2
T0501466023,T0501476043,1
T0501466023,T0501489038,2
T0501466023,T0501491033,2
T0501479044,T0501444048,2
T0501479044,T0501448040,2
T0501479044,T0501449042,2
T0501477062,T0501450097,1
T0501406062,T0501414040,2
T0501406062,T0501415034,2
T0501406062,T0501416038,2
T0501496082,T0502472114,1
T0501496082,T0601521063,2
T0501496082,T0601519068,2
T0501496082,T0601520067,2
T0501457031,T0501481046,2
T0501457031,T0501468049,1
T0501457031,T0501480047,2
T0501475043,T0501489067,2
T0501475043,T0501496055,1
T0501475043,T0501492065,2
T0501475043,T0501485066,2
T0501478060,T0501497030,2
T0501478060,T0601503036,2
T0501478060,T0601503033,2
T0501417085,T0401381067,1
T0501417085,T0401381066,1
T0501417085,T0401399052,2
T0501417085,T0501404053,2
T0501417085,T0501403054,2
T0501417085,T0501404058,2
T0501417085,T0501404056,2
T0501432023,T0501413053,2
T0501432023,T0501417045,2
T0501432023,T0501416052,2
T0501461072,T0501475044,2
T0501461072,T0501474048,2
T0501461072,T0501474047,2
T0501461072,T0501476048,2
T0501443025,T0501422044,2
T0501443025,T0501427045,2
T0501443025,T0501427042,2
T0501443025,T0501426043,2
T0501443025,T0501418041,2
T0501404003,T0501427016,2
T0501404003,T0501421019,2
T0501404003,T0501423022,2
T0501404003,T0501428034,1
T0501404003,T0501426019,2
T0501404003,T0501424018,2
T0501404003,T0501418022,1
T0501462071,T0501466098,1
T0501462071,T0501496076,2
T0501462071,T0501491074,2
T0501429064,T0401399078,2
T0501429064,T0401395080,2
T0501429064,T0501445032,1
T0501429064,T0501437047,1
T0501429064,T0501439044,1
T0501449022,T0501426002,2
T0501449022,T0501424001,2
T0501449022,T0501437005,1
T0501411016,T0401390039,2
T0501411016,T0401388036,2
T0501411016,T0401390033,2
T0501411016,T0401389037,2
T0501411016,T0401390035,2
T0501411016,T0401393040,2
T0501411016,T0401394037,2
T0501466007,T0501446022,1
T0501466007,T0501453017,1
T0501466007,T0501450019,1
T0501464064,T0501446084,2
T0501464064,T0501448086,2
T0501464064,T0501448092,2
T0501464064,T0501451090,2
T0501464064,T0501448088,2
T0501484085,T0501498049,1
T0501484085,T0501456099,2
T0501484085,T0501455096,2
T0501484085,T0501488075,1
T0501484085,T0501453096,2
T0501484085,T0502454101,2
T0501493098,T0502466136,1
T0501493098,T0502475124,1
T0501493098,T0601522082,2
T0501493098,T0601517079,2
T0501493098,T0601521079,2
T0501459079,T0501431048,1
T0501459079,T0501435058,2
T0501459079,T0501432060,2
T0501459079,T0501433061,2
T0501459079,T0501434061,2
T0501459079,T0501446065,1
T0501459079,T0501448067,1
T0501459079,T0501433059,2
T0501459079,T0501431050,1
T0502456195,T0502479177,2
T0502456195,T0502474176,2
T0502456195,T0502474174,2
T0502456195,T0502473172,2
T0502456195,T0502481175,2
T0502456195,T0502474175,2
T0502456195,T0502476170,2
T0502456195,T0502477174,2
T0502456195,T0502479169,2
T0502456195,T0503435215,1
T0502488121,T0602505135,2
T0502488121,T0602504137,2
T0502488121,T0602509135,2
T0502488121,T0602509140,2
T0502497127,T0502472118,1
T0502457110,T0501477083,2
T0502457110,T0501482085,2
T0502457110,T0501478085,2
T0502457110,T0501484085,2
T0502457110,T0501481082,2
T0502457110,T0501478083,2
T0502457110,T0501481082,2
T0502457110,T0502434132,1
T0502475197,T0503460223,2
T0502475197,T0503468222,2
T0502475197,T0503466219,2
T0502475197,T0503463224,2
T0502475197,T0503461221,2
T0502475197,T0503465226,2
T0502475197,T0503467225,2
T0502475197,T0503465223,2
T0502473189,T0502498161,1
T0502473189,T0503454202,2
T0502473189,T0503456204,2
T0502473189,T0503457208,2
T0502473189,T0503448208,2
T0502473189,T0503456207,2
T0502407163,T0402384179,2
T0502407163,T0402384172,2
T0502407163,T0502416146,1
T0502407163,T0502421136,1
T0502491199,T0503480229,2
T0502491199,T0602524182,1
T0502491199,T0602519185,1
T0502447167,T0502467141,2
T0502447167,T0502466139,2
T0502447167,T0502468139,2
T0502447167,T0502462142,2
T0502447167,T0502465138,2
T0502447167,T0502424184,1
T0502447167,T0502440172,1
T0502447167,T0502468137,2
T0502466196,T0502492197,2
T0502466196,T0502491190,2
T0502466196,T0502495189,2
T0502466196,T0502492196,2
T0502466196,T0502490193,2
T0502466196,T0503465210,1
T0502466156,T0502493157,2
T0502466156,T0502496161,2
T0502466156,T0502468181,1
T0502466156,T0502494155,2
T0502466156,T0502495157,2
T0502466156,T0502468177,1
T0502466156,T0502492155,2
T0502470150,T0502443162,2
T0502470150,T0502444159,2
T0502464147,T0502447165,2
T0502464147,T0502446167,2
T0502464147,T0502447166,2
T0502442134,T0502473128,2
T0502442134,T0502441145,1
T0502442134,T0502439166,1
T0502442134,T0502472132,2
T0502450105,T0501475088,2
T0502450105,T0501481093,2
T0502450105,T0501479093,2
T0502450105,T0502434136,1
T0502450105,T0502440125,1
T0502434191,T0502466185,2
T0502434191,T0502467190,2
T0502434191,T0502472185,2
T0502434191,T0502471185,2
T0502434191,T0502471186,2
T0502434191,T0503431230,1
T0502434191,T0503432219,1
T0502469126,T0502475157,1
T0502469126,T0502476162,1
T0502440132,T0502430109,2
T0502440132,T0502425106,2
T0502440132,T0502424108,2
T0502440132,T0502432109,2
T0502470160,T0502473155,1
T0502470160,T0502479145,1
T0502440110,T0501444083,2
T0502440110,T0501445080,2
T0502440110,T0501448082,2
T0502440110,T0502406119,1
T0502419110,T0501444094,2
T0502419110,T0502411125,1
T0502406188,T0402369199,1
T0502406188,T0402374197,1
T0502406188,T0402385194,1
T0502406188,T0502419157,2
T0502406188,T0502416161,2
T0502406188,T0502418156,2
T0502457138,T0502434143,1
T0502457138,T0502464104,2
T0502457138,T0502469108,2
T0503402219,T0403370235,1
T0503402219,T0502413190,2
T0503402219,T0502414189,2
T0503424216,T0403396218,2
T0503424216,T0403394221,2
T0503424216,T0503400221,2
T0503424216,T0503400221,2
T0503424216,T0503426204,1
T0503433292,T0403396256,1
T0503433292,T0503409268,1
T0503433292,T0503409267,2
T0503433292,T0503408272,2
T0503433292,T0503426285,1
T0503433292,T0503408267,1
T0503433292,T0503404268,2
T0503410247,T0403390269,2
T0503410247,T0503444216,1
T0503406279,T0503433297,2
T0503406279,T0503429289,2
T0503406279,T0503416298,1
T0503406279,T0503429290,2
T0503406279,T0503430290,2
T0503441226,T0503468209,2
T0503441226,T0503466208,2
T0503441226,T0503463215,2
T0503441226,T0503471211,2
T0503441226,T0503427252,1
T0503435268,T0503446246,2
T0503435268,T0503451245,2
T0503435268,T0503412285,1
T0503435268,T0503452250,2
T0503435268,T0503407288,1
T0503435268,T0503452247,2
T0503435268,T0503446248,2
T0503435268,T0503449249,2
T0503415244,T0403383237,2
T0503415244,T0403382236,2
T0503415244,T0403388236,2
T0503415244,T0403383233,2
T0503415244,T0403385236,2
T0503415244,T0503405217,1
T0503426225,T0403393251,1
T0503426225,T0502447195,2
T0503426225,T0502447193,2
T0503426225,T0502447198,2
T0503426225,T0502444197,2
T0503426225,T0503450201,2
T0503426225,T0503444200,2
T0503488223,T0503491258,2
T0503488223,T0503488261,2
T0503488223,T0503482257,2
T0503488223,T0503482258,2
T0503488223,T0603518221,1
T0503450227,T0502467197,1
T0503450227,T0503423242,2
T0503450227,T0503424238,2
T0503450227,T0503423237,2
T0503450227,T0503427242,2
T0503417280,T0503446266,2
T0503417280,T0504406312,1
T0503417280,T0504408307,1
T0503452231,T0503462235,1
T0503452231,T0503467259,2
T0503452231,T0503465259,2
T0503442252,T0503468259,2
T0503442252,T0503446265,1
T0503442252,T0503446264,1
T0503442252,T0503466264,2
T0503442252,T0503468259,2
T0503418251,T0403398263,1
T0503418251,T0403393266,1
T0503418251,T0503433222,2
T0503418251,T0503437225,2
T0503472233,T0503462265,2
T0503472233,T0503461266,2
T0503472233,T0503457264,2
T0503472233,T0503461267,2
T0503472233,T0503464267,2
T0503447252,T0503476278,1
T0503447252,T0503470274,2
T0503447252,T0503469271,1
T0503447252,T0503467270,1
T0503447252,T0503483284,1
T0503481200,T0503494234,1
T0503481200,T0503494234,1
T0503481200,T0603514214,2
T0503481200,T0603510213,2
T0503481200,T0603508212,2
T0503481200,T0603511211,2
T0503481200,T0603515210,2
T0503475266,T0503452256,2
T0503475266,T0503452257,2
T0503489214,T0603500235,2
T0503489214,T0603507237,2
T0503489214,T0603504233,2
T0503489214,T0603504234,2
